cluster	cluster_size	go_term	k_in_cluster	K_in_atlas	cluster_freq	bg_freq	enrichment_ratio	log10_p
80	185	glucosylceramide catabolic process	11	3041	0.0595	0.0866	0.69	0.03
80	185	postsynapse	16	1209	0.0865	0.0344	2.51	3.15
80	185	methyltransferase activity	85	767	0.4595	0.0218	21.04	89.87
80	185	small molecule biosynthetic process	4	35	0.0216	0.001	21.69	4.46
80	185	steryl-beta-glucosidase activity	4	640	0.0216	0.0182	1.19	0.36
80	185	galactosylceramidase activity	11	3865	0.0595	0.1101	0.54	0.0
80	185	lipid transport	40	4600	0.2162	0.131	1.65	3.05
80	185	lipid binding	40	1476	0.2162	0.042	5.14	17.05
80	185	peroxisome	40	1627	0.2162	0.0463	4.67	15.61
80	185	lysosomal membrane	11	2454	0.0595	0.0699	0.85	0.12
80	185	cholesterol metabolic process	104	6083	0.5622	0.1732	3.25	32.19
80	185	methylation	85	978	0.4595	0.0278	16.5	80.69
80	185	glucosylceramidase activity	11	3857	0.0595	0.1098	0.54	0.0
80	185	lipid metabolic process	40	1633	0.2162	0.0465	4.65	15.56
80	185	heme binding	112	5655	0.6054	0.161	3.76	41.97
80	185	cholesterol catabolic process	16	1254	0.0865	0.0357	2.42	2.98
81	131	central nervous system development	128	1381	0.9771	0.0393	24.85	176.9
81	131	glucosylceramide catabolic process	129	3041	0.9847	0.0866	11.37	134.3
81	131	glycosyltransferase activity	129	704	0.9847	0.02	49.12	220.45
81	131	steryl-beta-glucosidase activity	4	640	0.0305	0.0182	1.68	0.66
81	131	beta-glucosidase activity	125	2348	0.9542	0.0669	14.27	138.59
81	131	galactosylceramidase activity	129	3865	0.9847	0.1101	8.95	120.63
81	131	cholesterol metabolic process	129	6083	0.9847	0.1732	5.68	94.94
81	131	glucosylceramidase activity	129	3857	0.9847	0.1098	8.97	120.75
81	131	carbohydrate metabolic process	129	798	0.9847	0.0227	43.33	212.75
82	283	nuclear receptor activity	30	205	0.106	0.0058	18.16	28.07
82	283	Hsp90 protein binding	1	97	0.0035	0.0028	1.28	0.26
82	283	positive regulation of cell population proliferation	78	218	0.2756	0.0062	44.4	108.23
82	283	sterol 14-demethylase activity	103	2241	0.364	0.0638	5.7	49.67
82	283	presynapse	3	1207	0.0106	0.0344	0.31	0.0
82	283	regulation of protein catabolic process	12	1256	0.0424	0.0358	1.19	0.5
82	283	female gonad development	6	47	0.0212	0.0013	15.84	5.67
82	283	steroid 21-monooxygenase activity	1	53	0.0035	0.0015	2.34	0.46
82	283	androgen receptor signaling pathway	81	86	0.2862	0.0024	116.87	167.55
82	283	RNA polymerase II-specific DNA-binding transcription factor binding	70	73	0.2473	0.0021	118.99	145.8
82	283	lysosome organization	12	1281	0.0424	0.0365	1.16	0.47
82	283	response to steroid hormone	1	23	0.0035	0.0007	5.4	0.77
82	283	DNA-templated transcription	149	681	0.5265	0.0194	27.15	179.81
82	283	signal transduction	2	91	0.0071	0.0026	2.73	0.78
82	283	membraneless organelle assembly	70	73	0.2473	0.0021	118.99	145.8
82	283	acyl-CoA metabolic process	3	585	0.0106	0.0167	0.64	0.07
82	283	negative regulation of gene expression	56	363	0.1979	0.0103	19.14	54.06
82	283	response to ethanol	2	23	0.0071	0.0007	10.79	1.83
82	283	enzyme binding	5	350	0.0177	0.01	1.77	0.81
82	283	apoptotic process	1	313	0.0035	0.0089	0.4	0.04
82	283	steroid binding	147	1674	0.5194	0.0477	10.9	115.88
82	283	response to cortisol	2	50	0.0071	0.0014	4.96	1.21
82	283	positive regulation of integrin biosynthetic process	70	73	0.2473	0.0021	118.99	145.8
82	283	progesterone metabolic process	1	906	0.0035	0.0258	0.14	0.0
82	283	RNA polymerase II core promoter sequence-specific DNA binding	49	52	0.1731	0.0015	116.93	100.16
82	283	inflammatory response	1	105	0.0035	0.003	1.18	0.24
82	283	nuclear receptor-mediated steroid hormone signaling pathway	9	50	0.0318	0.0014	22.34	9.63
82	283	cholesterol biosynthetic process	2	2414	0.0071	0.0687	0.1	0.0
82	283	steroid hormone binding	3	392	0.0106	0.0112	0.95	0.21
82	283	sterol metabolic process	1	603	0.0035	0.0172	0.21	0.0
82	283	sequence-specific double-stranded DNA binding	2	17	0.0071	0.0005	14.6	2.09
82	283	cell-cell signaling	2	1430	0.0071	0.0407	0.17	0.0
82	283	intracellular receptor signaling pathway	11	24	0.0389	0.0007	56.87	16.76
82	283	RNA polymerase II general transcription initiation factor binding	70	73	0.2473	0.0021	118.99	145.8
82	283	regulation of TOR signaling	12	1275	0.0424	0.0363	1.17	0.48
82	283	negative regulation of transcription by RNA polymerase II	70	416	0.2473	0.0118	20.88	70.91
82	283	multicellular organism growth	2	17	0.0071	0.0005	14.6	2.09
82	283	xenobiotic metabolic process	1	499	0.0035	0.0142	0.25	0.01
82	283	steroid hydroxylase activity	5	153	0.0177	0.0044	4.06	2.09
82	283	dendrite	5	1498	0.0177	0.0427	0.41	0.0
82	283	medium-chain fatty acyl-CoA hydrolase activity	3	84	0.0106	0.0024	4.43	1.51
82	283	ATPase binding	126	285	0.4452	0.0081	54.86	194.8
82	283	long-chain fatty acyl-CoA hydrolase activity	3	84	0.0106	0.0024	4.43	1.51
82	283	positive regulation of cell differentiation	70	75	0.2473	0.0021	115.82	143.36
82	283	regulation of DNA-templated transcription	4	26	0.0141	0.0007	19.09	4.27
82	283	nuclear speck	70	268	0.2473	0.0076	32.41	85.52
82	283	response to estrogen	1	109	0.0035	0.0031	1.14	0.23
82	283	positive regulation of miRNA transcription	70	160	0.2473	0.0046	54.29	104.4
82	283	transcription coactivator binding	126	297	0.4452	0.0085	52.64	191.87
82	283	liver development	3	31	0.0106	0.0009	12.01	2.71
82	283	cholesterol 24-hydroxylase activity	3	1202	0.0106	0.0342	0.31	0.0
82	283	positive regulation of gene expression	81	432	0.2862	0.0123	23.27	86.72
82	283	24S-hydroxycholesterol 7-alpha-hydroxylase activity	43	310	0.1519	0.0088	17.21	39.24
82	283	maintenance of protein location in nucleus	56	66	0.1979	0.0019	105.29	108.47
82	283	cholesterol homeostasis	102	1948	0.3604	0.0555	6.5	54.4
82	283	male gonad development	15	40	0.053	0.0011	46.53	21.04
82	283	regulation of macroautophagy	12	1271	0.0424	0.0362	1.17	0.48
82	283	cytoskeleton	1	184	0.0035	0.0052	0.67	0.11
82	283	glucosylceramide catabolic process	12	3041	0.0424	0.0866	0.49	0.0
82	283	molecular adaptor activity	3	17	0.0106	0.0005	21.9	3.49
82	283	negative regulation of cell population proliferation	70	97	0.2473	0.0028	89.55	126.79
82	283	postsynapse	3	1209	0.0106	0.0344	0.31	0.0
82	283	oxysterol 7-alpha-hydroxylase activity	99	393	0.3498	0.0112	31.26	121.39
82	283	positive regulation of transcription by RNA polymerase II	21	282	0.0742	0.008	9.24	13.69
82	283	cellular response to estrogen stimulus	70	94	0.2473	0.0027	92.41	128.48
82	283	DNA-binding transcription factor activity, RNA polymerase II-specific	3	18	0.0106	0.0005	20.68	3.41
82	283	beta-catenin binding	78	229	0.2756	0.0065	42.27	106.21
82	283	sequence-specific DNA binding	12	90	0.0424	0.0026	16.55	11.03
82	283	protein-containing complex	70	462	0.2473	0.0132	18.8	67.56
82	283	chromatin binding	70	237	0.2473	0.0067	36.65	89.8
82	283	protein domain specific binding	2	91	0.0071	0.0026	2.73	0.78
82	283	mineralocorticoid biosynthetic process	1	59	0.0035	0.0017	2.1	0.42
82	283	response to insulin	1	16	0.0035	0.0005	7.76	0.92
82	283	regulation of membrane potential	12	1212	0.0424	0.0345	1.23	0.56
82	283	steryl-beta-glucosidase activity	4	640	0.0141	0.0182	0.78	0.12
82	283	beta-glucosidase activity	8	2348	0.0283	0.0669	0.42	0.0
82	283	RNA polymerase II cis-regulatory region sequence-specific DNA binding	112	466	0.3958	0.0133	29.82	136.05
82	283	molecular condensate scaffold activity	70	73	0.2473	0.0021	118.99	145.8
82	283	innate immune response	1	99	0.0035	0.0028	1.25	0.26
82	283	fatty acid metabolic process	3	1010	0.0106	0.0288	0.37	0.0
82	283	positive regulation of MAPK cascade	2	82	0.0071	0.0023	3.03	0.85
82	283	galactosylceramidase activity	12	3865	0.0424	0.1101	0.39	0.0
82	283	nuclear steroid receptor activity	144	177	0.5088	0.005	100.95	285.03
82	283	positive regulation of DNA-templated transcription	3	326	0.0106	0.0093	1.14	0.31
82	283	axon	2	485	0.0071	0.0138	0.51	0.04
82	283	acyltransferase activity	1	16	0.0035	0.0005	7.76	0.92
82	283	negative regulation of macromolecule metabolic process	12	1208	0.0424	0.0344	1.23	0.57
82	283	autophagy	12	1314	0.0424	0.0374	1.13	0.43
82	283	fatty acyl-CoA hydrolase activity	3	501	0.0106	0.0143	0.74	0.11
82	283	cellular response to steroid hormone stimulus	3	172	0.0106	0.0049	2.16	0.79
82	283	protein catabolic process	12	1210	0.0424	0.0345	1.23	0.57
82	283	regulation of gene expression	2	1316	0.0071	0.0375	0.19	0.0
82	283	hydroperoxy icosatetraenoate dehydratase activity	1	512	0.0035	0.0146	0.24	0.01
82	283	bile acid catabolic process	1	21	0.0035	0.0006	5.91	0.81
82	283	peroxisome	3	1627	0.0106	0.0463	0.23	0.0
82	283	regulation of transcription by RNA polymerase II	11	97	0.0389	0.0028	14.07	9.38
82	283	retinol metabolic process	1	473	0.0035	0.0135	0.26	0.01
82	283	glucosyltransferase activity	12	1332	0.0424	0.0379	1.12	0.41
82	283	lysosomal membrane	12	2454	0.0424	0.0699	0.61	0.01
82	283	DNA-binding transcription factor activity	12	45	0.0424	0.0013	33.09	14.87
82	283	receptor complex	1	191	0.0035	0.0054	0.65	0.1
82	283	gene expression	2	124	0.0071	0.0035	2.0	0.58
82	283	estrogen response element binding	24	153	0.0848	0.0044	19.46	23.27
82	283	Hsp70 protein binding	1	16	0.0035	0.0005	7.76	0.92
82	283	response to estradiol	1	57	0.0035	0.0016	2.18	0.43
82	283	cholesterol metabolic process	113	6083	0.3993	0.1732	2.31	18.73
82	283	chromatin	137	207	0.4841	0.0059	82.13	247.96
82	283	regulation of long-term synaptic potentiation	1	61	0.0035	0.0017	2.03	0.41
82	283	DNA-binding transcription activator activity, RNA polymerase II-specific	126	483	0.4452	0.0138	32.37	159.81
82	283	progesterone receptor signaling pathway	56	66	0.1979	0.0019	105.29	108.47
82	283	signaling receptor binding	83	1444	0.2933	0.0411	7.13	46.36
82	283	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen	1	92	0.0035	0.0026	1.35	0.28
82	283	androgen binding	81	88	0.2862	0.0025	114.22	165.29
82	283	response to testosterone	9	24	0.0318	0.0007	46.53	12.83
82	283	choloyl-CoA hydrolase activity	3	573	0.0106	0.0163	0.65	0.07
82	283	bile acid biosynthetic process	106	520	0.3746	0.0148	25.29	119.79
82	283	positive regulation of transcription by RNA polymerase III	70	73	0.2473	0.0021	118.99	145.8
82	283	glucosylceramidase activity	12	3857	0.0424	0.1098	0.39	0.0
82	283	nuclear cortisol receptor activity	2	49	0.0071	0.0014	5.06	1.23
82	283	basolateral part of cell	2	49	0.0071	0.0014	5.06	1.23
82	283	estrogen receptor signaling pathway	70	186	0.2473	0.0053	46.7	98.61
82	283	heme binding	110	5655	0.3887	0.161	2.41	19.66
82	283	cellular response to testosterone stimulus	70	81	0.2473	0.0023	107.24	137.53
82	283	digestion	43	317	0.1519	0.009	16.83	38.81
82	283	POU domain binding	49	52	0.1731	0.0015	116.93	100.16
82	283	intracellular membrane-bounded organelle	2	19	0.0071	0.0005	13.06	2.0
82	283	negative regulation of DNA-templated transcription	2	80	0.0071	0.0023	3.1	0.87
82	283	cholesterol catabolic process	5	1254	0.0177	0.0357	0.49	0.01
82	283	core promoter sequence-specific DNA binding	2	141	0.0071	0.004	1.76	0.5
82	283	prostate gland growth	12	16	0.0424	0.0005	93.07	21.98
82	283	spermatogenesis	18	26	0.0636	0.0007	85.91	31.76
82	283	bile acid metabolic process	3	229	0.0106	0.0065	1.63	0.55
82	283	carboxylic ester hydrolase activity	3	572	0.0106	0.0163	0.65	0.07
82	283	transcription cis-regulatory region binding	11	16	0.0389	0.0005	85.31	19.49
82	283	angiogenesis	1	83	0.0035	0.0024	1.5	0.31
82	283	peroxisomal matrix	1	1220	0.0035	0.0347	0.1	0.0
83	103	negative regulation of endothelial cell proliferation	7	71	0.068	0.002	33.61	8.76
83	103	regulation of ventricular cardiac muscle cell action potential	7	64	0.068	0.0018	37.29	9.09
83	103	peptidase activator activity	7	64	0.068	0.0018	37.29	9.09
83	103	regulation of blood coagulation	7	65	0.068	0.0019	36.72	9.04
83	103	efflux transmembrane transporter activity	1	941	0.0097	0.0268	0.36	0.03
83	103	positive regulation of calcium ion transport into cytosol	7	64	0.068	0.0018	37.29	9.09
83	103	inward rectifier potassium channel inhibitor activity	7	65	0.068	0.0019	36.72	9.04
83	103	sphingolipid translocation	1	79	0.0097	0.0022	4.32	0.68
83	103	positive regulation of cell migration	7	223	0.068	0.0064	10.7	5.35
83	103	sarcolemma	7	81	0.068	0.0023	29.46	8.35
83	103	canonical Wnt signaling pathway	7	67	0.068	0.0019	35.62	8.94
83	103	T cell costimulation	7	73	0.068	0.0021	32.69	8.68
83	103	caveolin-mediated endocytosis	7	65	0.068	0.0019	36.72	9.04
83	103	regulation of entry of bacterium into host cell	7	65	0.068	0.0019	36.72	9.04
83	103	carboxylic acid transport	16	37	0.1553	0.0011	147.43	30.97
83	103	focal adhesion	7	78	0.068	0.0022	30.6	8.47
83	103	positive regulation of cold-induced thermogenesis	7	65	0.068	0.0019	36.72	9.04
83	103	positive regulation of protein ubiquitination	7	65	0.068	0.0019	36.72	9.04
83	103	negative regulation of canonical Wnt signaling pathway	7	67	0.068	0.0019	35.62	8.94
83	103	angiotensin-activated signaling pathway	7	66	0.068	0.0019	36.16	8.99
83	103	caveolar macromolecular signaling complex	7	64	0.068	0.0018	37.29	9.09
83	103	vacuolar membrane	9	40	0.0874	0.0011	76.71	14.55
83	103	positive regulation of ERAD pathway	7	65	0.068	0.0019	36.72	9.04
83	103	lateral plasma membrane	1	164	0.0097	0.0047	2.08	0.42
83	103	cytoplasmic vesicle	1	26	0.0097	0.0007	13.11	1.13
83	103	apoptotic signaling pathway	7	164	0.068	0.0047	14.55	6.24
83	103	negative regulation of transcription by RNA polymerase II	7	416	0.068	0.0118	5.74	3.63
83	103	ABC-type glutathione S-conjugate transporter activity	79	2783	0.767	0.0792	9.68	65.0
83	103	xenobiotic metabolic process	13	499	0.1262	0.0142	8.88	8.56
83	103	ATPase binding	7	285	0.068	0.0081	8.37	4.66
83	103	regulation of cell communication by electrical coupling involved in cardiac conduction	7	64	0.068	0.0018	37.29	9.09
83	103	receptor-mediated endocytosis of virus by host cell	7	65	0.068	0.0019	36.72	9.04
83	103	regulation of cardiac muscle cell action potential involved in regulation of contraction	7	65	0.068	0.0019	36.72	9.04
83	103	cell junction	2	87	0.0194	0.0025	7.84	1.57
83	103	ABC-type xenobiotic transporter activity	80	3551	0.7767	0.1011	7.68	58.26
83	103	acrosomal membrane	7	64	0.068	0.0018	37.29	9.09
83	103	positive regulation of gene expression	7	432	0.068	0.0123	5.52	3.53
83	103	cilium	7	219	0.068	0.0062	10.9	5.4
83	103	positive regulation of intrinsic apoptotic signaling pathway	7	65	0.068	0.0019	36.72	9.04
83	103	caveola assembly	7	73	0.068	0.0021	32.69	8.68
83	103	carboxylic acid transmembrane transporter activity	1	87	0.0097	0.0025	3.92	0.65
83	103	protein-containing complex binding	7	246	0.068	0.007	9.7	5.07
83	103	oxysterol binding	7	423	0.068	0.012	5.64	3.59
83	103	lytic vacuole	9	37	0.0874	0.0011	82.93	14.88
83	103	response to xenobiotic stimulus	6	98	0.0583	0.0028	20.87	6.33
83	103	nitric-oxide synthase binding	7	65	0.068	0.0019	36.72	9.04
83	103	molecular adaptor activity	1	17	0.0097	0.0005	20.06	1.31
83	103	protein kinase binding	7	330	0.068	0.0094	7.23	4.25
83	103	apical plasma membrane	1	5067	0.0097	0.1443	0.07	0.0
83	103	cyclic nucleotide transport	1	84	0.0097	0.0024	4.06	0.66
83	103	regulation of ruffle assembly	7	65	0.068	0.0019	36.72	9.04
83	103	phospholipid translocation	1	85	0.0097	0.0024	4.01	0.66
83	103	negative regulation of anoikis	7	65	0.068	0.0019	36.72	9.04
83	103	positive regulation of canonical NF-kappaB signal transduction	7	68	0.068	0.0019	35.1	8.9
83	103	negative regulation of pinocytosis	7	68	0.068	0.0019	35.1	8.9
83	103	ATPase-coupled lipid transmembrane transporter activity	1	79	0.0097	0.0022	4.32	0.68
83	103	cellular response to hyperoxia	7	65	0.068	0.0019	36.72	9.04
83	103	small GTPase binding	7	70	0.068	0.002	34.09	8.81
83	103	positive regulation of extrinsic apoptotic signaling pathway	7	67	0.068	0.0019	35.62	8.94
83	103	transmembrane transporter binding	7	211	0.068	0.006	11.31	5.51
83	103	response to calcium ion	7	69	0.068	0.002	34.59	8.85
83	103	protein-macromolecule adaptor activity	7	64	0.068	0.0018	37.29	9.09
83	103	cellular response to misfolded protein	7	65	0.068	0.0019	36.72	9.04
83	103	regulation of cytosolic calcium ion concentration	7	75	0.068	0.0021	31.82	8.59
83	103	caveola	1	1185	0.0097	0.0337	0.29	0.01
83	103	lipid transport	73	4600	0.7087	0.131	5.41	40.51
83	103	cell differentiation	7	459	0.068	0.0131	5.2	3.38
83	103	glutathione transmembrane transporter activity	71	789	0.6893	0.0225	30.68	92.06
83	103	transepithelial transport	1	102	0.0097	0.0029	3.34	0.59
83	103	positive regulation of gap junction assembly	7	64	0.068	0.0018	37.29	9.09
83	103	xenobiotic transport across blood-brain barrier	1	102	0.0097	0.0029	3.34	0.59
83	103	post-transcriptional regulation of gene expression	7	64	0.068	0.0018	37.29	9.09
83	103	basolateral plasma membrane	71	3332	0.6893	0.0949	7.26	47.61
83	103	negative regulation of necroptotic process	7	64	0.068	0.0018	37.29	9.09
83	103	negative regulation of protein ubiquitination	7	66	0.068	0.0019	36.16	8.99
83	103	signaling receptor binding	7	1444	0.068	0.0411	1.65	0.88
83	103	response to bacterium	7	73	0.068	0.0021	32.69	8.68
83	103	protein heterodimerization activity	7	308	0.068	0.0088	7.75	4.44
83	103	endosome	7	134	0.068	0.0038	17.81	6.83
83	103	regulation of heart rate by cardiac conduction	7	64	0.068	0.0018	37.29	9.09
83	103	positive regulation of cholesterol efflux	7	245	0.068	0.007	9.74	5.08
83	103	regulation of membrane repolarization during action potential	7	65	0.068	0.0019	36.72	9.04
83	103	protein tyrosine kinase inhibitor activity	7	65	0.068	0.0019	36.72	9.04
83	103	export across plasma membrane	1	162	0.0097	0.0046	2.1	0.42
83	103	cell cortex	7	64	0.068	0.0018	37.29	9.09
83	103	endomembrane system	3	50	0.0291	0.0014	20.46	3.36
83	103	insulin receptor internalization	7	64	0.068	0.0018	37.29	9.09
83	103	negative regulation of potassium ion transmembrane transport	7	65	0.068	0.0019	36.72	9.04
84	128	GTP binding	44	50	0.3438	0.0014	241.43	103.73
84	128	1-alkyl-2-acetylglycerophosphocholine esterase activity	31	32	0.2422	0.0009	265.78	75.8
84	128	organic anion transport	9	62	0.0703	0.0018	39.83	11.83
84	128	sarcolemma	2	81	0.0156	0.0023	6.77	1.45
84	128	cholesterol efflux	24	528	0.1875	0.015	12.47	18.82
84	128	leukotriene transport	14	271	0.1094	0.0077	14.17	11.82
84	128	phosphatidylcholine biosynthetic process	18	150	0.1406	0.0043	32.92	21.7
84	128	mitochondrial calcium ion homeostasis	44	44	0.3438	0.0013	274.35	110.93
84	128	calcium ion transport	28	29	0.2188	0.0008	264.89	68.19
84	128	phosphatidylcholine-sterol O-acyltransferase activity	32	33	0.25	0.0009	266.04	78.34
84	128	focal adhesion	1	78	0.0078	0.0022	3.52	0.61
84	128	ATPase-coupled transmembrane transporter activity	10	67	0.0781	0.0019	40.95	13.22
84	128	inflammatory response	1	105	0.0078	0.003	2.61	0.5
84	128	ligand-gated monoatomic ion channel activity	44	44	0.3438	0.0013	274.35	110.93
84	128	recycling endosome membrane	5	1550	0.0391	0.0441	0.89	0.17
84	128	phosphatidylserine binding	43	77	0.3359	0.0022	153.21	86.43
84	128	apoptotic signaling pathway	44	164	0.3438	0.0047	73.61	70.78
84	128	sulfotransferase activity	4	28	0.0312	0.0008	39.19	5.49
84	128	ABC-type glutathione S-conjugate transporter activity	19	2783	0.1484	0.0792	1.87	2.23
84	128	early endosome membrane	5	384	0.0391	0.0109	3.57	1.87
84	128	negative regulation of canonical NF-kappaB signal transduction	1	248	0.0078	0.0071	1.11	0.22
84	128	chloride channel complex	5	380	0.0391	0.0108	3.61	1.89
84	128	intestinal cholesterol absorption	4	188	0.0312	0.0054	5.84	2.3
84	128	basal plasma membrane	3	44	0.0234	0.0013	18.71	3.25
84	128	calcium channel complex	16	16	0.125	0.0005	274.35	39.44
84	128	transmembrane transport	18	127	0.1406	0.0036	38.88	23.06
84	128	ABC-type xenobiotic transporter activity	19	3551	0.1484	0.1011	1.47	1.24
84	128	androgen metabolic process	4	1056	0.0312	0.0301	1.04	0.27
84	128	cholesterol homeostasis	42	1948	0.3281	0.0555	5.92	20.91
84	128	cilium	6	219	0.0469	0.0062	7.52	3.8
84	128	negative regulation of intestinal cholesterol absorption	24	24	0.1875	0.0007	274.35	59.52
84	128	cholesterol transport	2	68	0.0156	0.0019	8.07	1.59
84	128	protein-containing complex binding	2	246	0.0156	0.007	2.23	0.65
84	128	phosphatidylcholine metabolic process	6	589	0.0469	0.0168	2.79	1.67
84	128	sterol ester esterase activity	18	2104	0.1406	0.0599	2.35	3.2
84	128	response to xenobiotic stimulus	6	98	0.0469	0.0028	16.8	5.78
84	128	cholesterol transfer activity	24	937	0.1875	0.0267	7.03	13.26
84	128	ATP-binding cassette (ABC) transporter complex	24	24	0.1875	0.0007	274.35	59.52
84	128	apical plasma membrane	31	5067	0.2422	0.1443	1.68	2.65
84	128	phospholipid transport	2	35	0.0156	0.001	15.68	2.14
84	128	cholesterol binding	44	1642	0.3438	0.0468	7.35	25.79
84	128	negative regulation of intestinal phytosterol absorption	24	24	0.1875	0.0007	274.35	59.52
84	128	very-low-density lipoprotein particle remodeling	18	593	0.1406	0.0169	8.33	11.18
84	128	response to glucocorticoid	2	40	0.0156	0.0011	13.72	2.03
84	128	negative regulation of sequestering of calcium ion	43	43	0.3359	0.0012	274.35	108.31
84	128	melanosome	44	71	0.3438	0.002	170.02	91.48
84	128	extracellular matrix	2	179	0.0156	0.0051	3.07	0.86
84	128	calcium channel activity	16	17	0.125	0.0005	258.21	38.21
84	128	protein-containing complex	2	462	0.0156	0.0132	1.19	0.3
84	128	calcium ion binding	44	1460	0.3438	0.0416	8.27	27.87
84	128	sterol transport	6	52	0.0469	0.0015	31.66	7.43
84	128	calcium-dependent protein binding	44	44	0.3438	0.0013	274.35	110.93
84	128	innate immune response	2	99	0.0156	0.0028	5.54	1.29
84	128	high-density lipoprotein particle	18	603	0.1406	0.0172	8.19	11.06
84	128	apolipoprotein A-I binding	18	20	0.1406	0.0006	246.92	42.16
84	128	lipid transport	14	4600	0.1094	0.131	0.83	0.1
84	128	cell differentiation	12	459	0.0938	0.0131	7.17	6.89
84	128	platelet-activating factor acetyltransferase activity	20	20	0.1562	0.0006	274.35	49.44
84	128	late endosome membrane	44	205	0.3438	0.0058	58.89	65.96
84	128	lipid binding	3	1476	0.0234	0.042	0.56	0.04
84	128	basolateral plasma membrane	25	3332	0.1953	0.0949	2.06	3.42
84	128	lysosomal membrane	45	2454	0.3516	0.0699	5.03	19.76
84	128	lipoprotein metabolic process	10	215	0.0781	0.0061	12.76	8.14
84	128	receptor complex	24	191	0.1875	0.0054	34.47	29.43
84	128	high-density lipoprotein particle remodeling	18	768	0.1406	0.0219	6.43	9.36
84	128	leukotriene metabolic process	13	15	0.1016	0.0004	237.77	29.95
84	128	cholesterol metabolic process	32	6083	0.25	0.1732	1.44	1.75
84	128	cell adhesion	1	19	0.0078	0.0005	14.44	1.17
84	128	response to nutrient levels	2	20	0.0156	0.0006	27.44	2.62
84	128	triglyceride homeostasis	6	755	0.0469	0.0215	2.18	1.23
84	128	protein heterodimerization activity	24	308	0.1875	0.0088	21.38	24.34
84	128	reverse cholesterol transport	18	776	0.1406	0.0221	6.36	9.29
84	128	lipid metabolic process	7	1633	0.0547	0.0465	1.18	0.41
84	128	calcium-dependent phospholipid binding	44	45	0.3438	0.0013	268.25	109.27
84	128	response to nutrient	6	26	0.0469	0.0007	63.31	9.35
84	128	regulation of high-density lipoprotein particle assembly	18	19	0.1406	0.0005	259.91	43.15
84	128	tissue development	16	476	0.125	0.0136	9.22	10.63
84	128	ABC-type transporter activity	27	245	0.2109	0.007	30.23	31.55
84	128	apical part of cell	2	104	0.0156	0.003	5.28	1.26
84	128	animal organ development	16	351	0.125	0.01	12.51	12.62
84	128	estrogen metabolic process	4	1660	0.0312	0.0473	0.66	0.07
84	128	intracellularly ATP-gated chloride channel activity	5	380	0.0391	0.0108	3.61	1.89
85	148	phosphatidylcholine binding	57	737	0.3851	0.021	18.35	55.69
85	148	heat shock protein binding	58	134	0.3919	0.0038	102.7	104.81
85	148	nuclear receptor activity	18	205	0.1216	0.0058	20.83	18.03
85	148	phospholipid homeostasis	1	762	0.0068	0.0217	0.31	0.02
85	148	positive regulation of D-glucose import across plasma membrane	2	25	0.0135	0.0007	18.98	2.3
85	148	positive regulation of cell population proliferation	2	218	0.0135	0.0062	2.18	0.63
85	148	positive regulation of cell migration	2	223	0.0135	0.0064	2.13	0.62
85	148	bile acid and bile salt transport	1	143	0.0068	0.0041	1.66	0.34
85	148	cholesterol efflux	59	528	0.3986	0.015	26.51	67.46
85	148	cellular response to estradiol stimulus	1	368	0.0068	0.0105	0.64	0.1
85	148	cellular response to dexamethasone stimulus	1	95	0.0068	0.0027	2.5	0.48
85	148	positive regulation of insulin secretion involved in cellular response to glucose stimulus	57	96	0.3851	0.0027	140.88	113.76
85	148	triglyceride-rich lipoprotein particle remodeling	57	57	0.3851	0.0016	237.28	140.8
85	148	positive regulation of insulin receptor signaling pathway	57	114	0.3851	0.0032	118.64	107.67
85	148	androgen receptor signaling pathway	1	86	0.0068	0.0024	2.76	0.52
85	148	11-beta-hydroxysteroid dehydrogenase (NADP+) activity	7	947	0.0473	0.027	1.75	0.97
85	148	positive regulation of ERK1 and ERK2 cascade	2	89	0.0135	0.0025	5.33	1.26
85	148	positive regulation of phagocytosis	58	132	0.3919	0.0038	104.26	105.31
85	148	regulation of low-density lipoprotein particle clearance	59	96	0.3986	0.0027	145.83	119.3
85	148	response to steroid hormone	1	23	0.0068	0.0007	10.32	1.03
85	148	DNA-templated transcription	71	681	0.4797	0.0194	24.74	80.45
85	148	signal transduction	1	91	0.0068	0.0026	2.61	0.5
85	148	negative regulation of apoptotic process	61	225	0.4122	0.0064	64.33	95.47
85	148	chemorepellent activity	1	75	0.0068	0.0021	3.16	0.57
85	148	phosphatidylcholine biosynthetic process	58	150	0.3919	0.0043	91.75	101.19
85	148	positive regulation of substrate adhesion-dependent cell spreading	1	75	0.0068	0.0021	3.16	0.57
85	148	negative regulation of tumor necrosis factor-mediated signaling pathway	58	167	0.3919	0.0048	82.41	97.86
85	148	protein stabilization	60	136	0.4054	0.0039	104.68	109.28
85	148	endocytic vesicle	1	82	0.0068	0.0023	2.89	0.53
85	148	regulation of protein metabolic process	2	18	0.0135	0.0005	26.36	2.59
85	148	negative regulation of gene expression	9	363	0.0608	0.0103	5.88	4.6
85	148	cellular response to insulin stimulus	1	84	0.0068	0.0024	2.82	0.52
85	148	response to ethanol	2	23	0.0135	0.0007	20.63	2.38
85	148	enzyme binding	58	350	0.3919	0.01	39.32	76.69
85	148	steroid binding	13	1674	0.0878	0.0477	1.84	1.6
