cluster	cluster_size	go_term	k_in_cluster	K_in_atlas	cluster_freq	bg_freq	enrichment_ratio	log10_p
85	148	negative regulation of tumor necrosis factor production	61	97	0.4122	0.0028	149.22	124.5
85	148	intracellular glucose homeostasis	57	92	0.3851	0.0026	147.01	115.36
85	148	inflammatory response	57	105	0.3851	0.003	128.81	110.52
85	148	high-density lipoprotein particle receptor binding	59	133	0.3986	0.0038	105.26	107.54
85	148	cellular response to lipoprotein particle stimulus	58	132	0.3919	0.0038	104.26	105.31
85	148	phospholipid catabolic process	57	57	0.3851	0.0016	237.28	140.8
85	148	triglyceride catabolic process	1	1003	0.0068	0.0286	0.24	0.01
85	148	negative regulation of heterotypic cell-cell adhesion	1	75	0.0068	0.0021	3.16	0.57
85	148	positive regulation of protein secretion	2	23	0.0135	0.0007	20.63	2.38
85	148	high-density lipoprotein particle assembly	58	134	0.3919	0.0038	102.7	104.81
85	148	intracellular receptor signaling pathway	6	24	0.0405	0.0007	59.32	9.19
85	148	female pregnancy	1	16	0.0068	0.0005	14.83	1.18
85	148	lung development	2	21	0.0135	0.0006	22.6	2.45
85	148	negative regulation of transcription by RNA polymerase II	69	416	0.4662	0.0118	39.36	92.6
85	148	multicellular organism growth	2	17	0.0135	0.0005	27.91	2.64
85	148	positive regulation of phospholipid efflux	1	82	0.0068	0.0023	2.89	0.53
85	148	negative regulation of canonical NF-kappaB signal transduction	59	248	0.3986	0.0071	56.45	88.31
85	148	dendrite	7	1498	0.0473	0.0427	1.11	0.35
85	148	nervous system development	2	218	0.0135	0.0062	2.18	0.63
85	148	negative regulation of cholesterol import	58	58	0.3919	0.0017	237.28	143.38
85	148	triglyceride metabolic process	2	590	0.0135	0.0168	0.8	0.15
85	148	regulation of DNA-templated transcription	2	26	0.0135	0.0007	18.25	2.27
85	148	regulation of protein stability	3	78	0.0203	0.0022	9.13	2.35
85	148	chylomicron	59	131	0.3986	0.0037	106.87	108.05
85	148	high-density lipoprotein particle clearance	57	57	0.3851	0.0016	237.28	140.8
85	148	very-low-density lipoprotein particle assembly	1	79	0.0068	0.0022	3.0	0.55
85	148	apolipoprotein receptor binding	57	59	0.3851	0.0017	229.23	137.57
85	148	nuclear speck	59	268	0.3986	0.0076	52.24	86.08
85	148	response to estrogen	1	109	0.0068	0.0031	2.18	0.43
85	148	glucocorticoid catabolic process	2	70	0.0135	0.002	6.78	1.45
85	148	positive regulation of Rho protein signal transduction	1	75	0.0068	0.0021	3.16	0.57
85	148	bile acid nuclear receptor activity	60	95	0.4054	0.0027	149.86	122.53
85	148	transcription coactivator binding	7	297	0.0473	0.0085	5.59	3.55
85	148	negative regulation of interleukin-1 beta production	3	77	0.0203	0.0022	9.24	2.37
85	148	vitamin transport	1	78	0.0068	0.0022	3.04	0.55
85	148	positive regulation of lipid catabolic process	57	57	0.3851	0.0016	237.28	140.8
85	148	receptor ligand activity	59	61	0.3986	0.0017	229.5	142.71
85	148	branching morphogenesis of an epithelial tube	2	46	0.0135	0.0013	10.32	1.79
85	148	phospholipid binding	5	82	0.0338	0.0023	14.47	4.58
85	148	negative regulation of cell adhesion molecule production	1	75	0.0068	0.0021	3.16	0.57
85	148	positive regulation of gene expression	3	432	0.0203	0.0123	1.65	0.56
85	148	very-low-density lipoprotein particle	59	133	0.3986	0.0038	105.26	107.54
85	148	amyloid-beta formation	1	75	0.0068	0.0021	3.16	0.57
85	148	cellular response to fatty acid	59	94	0.3986	0.0027	148.93	120.13
85	148	cholesterol homeostasis	124	1948	0.8378	0.0555	15.1	130.49
85	148	bile acid binding	7	34	0.0473	0.001	48.85	10.0
85	148	lipid transporter activity	3	87	0.0203	0.0025	8.18	2.22
85	148	nuclear receptor-mediated bile acid signaling pathway	60	95	0.4054	0.0027	149.86	122.53
85	148	cholesterol transport	6	68	0.0405	0.0019	20.94	6.35
85	148	response to glucose	57	58	0.3851	0.0017	233.19	139.04
85	148	protein-containing complex binding	2	246	0.0135	0.007	1.93	0.56
85	148	cellular response to lipopolysaccharide	57	101	0.3851	0.0029	133.91	111.9
85	148	response to xenobiotic stimulus	1	98	0.0068	0.0028	2.42	0.47
85	148	cholesterol import	1	80	0.0068	0.0023	2.97	0.54
85	148	cholesterol transfer activity	57	937	0.3851	0.0267	14.43	49.76
85	148	steroid catabolic process	5	962	0.0338	0.0274	1.23	0.42
85	148	negative regulation of cell population proliferation	2	97	0.0135	0.0028	4.89	1.2
85	148	low-density lipoprotein particle remodeling	57	643	0.3851	0.0183	21.03	59.1
85	148	G protein-coupled receptor signaling pathway	2	98	0.0135	0.0028	4.84	1.19
85	148	cholesterol binding	59	1642	0.3986	0.0468	8.53	38.62
85	148	postsynapse	2	1209	0.0135	0.0344	0.39	0.02
85	148	negative regulation of type II interferon production	59	94	0.3986	0.0027	148.93	120.13
85	148	RNA polymerase II transcription regulator complex	60	100	0.4054	0.0028	142.37	120.47
85	148	response to glucocorticoid	2	40	0.0135	0.0011	11.86	1.91
85	148	fatty acid homeostasis	57	93	0.3851	0.0026	145.43	114.95
85	148	positive regulation of transcription by RNA polymerase II	10	282	0.0676	0.008	8.41	6.44
85	148	integrin-mediated signaling pathway	1	75	0.0068	0.0021	3.16	0.57
85	148	DNA-binding transcription factor activity, RNA polymerase II-specific	2	18	0.0135	0.0005	26.36	2.59
85	148	negative regulation of interleukin-1 production	57	91	0.3851	0.0026	148.62	115.78
85	148	sequence-specific DNA binding	4	90	0.027	0.0026	10.55	3.23
85	148	low-density lipoprotein particle	1	74	0.0068	0.0021	3.21	0.57
85	148	chenodeoxycholic acid binding	59	94	0.3986	0.0027	148.93	120.13
85	148	spherical high-density lipoprotein particle	59	133	0.3986	0.0038	105.26	107.54
85	148	osteoblast differentiation	2	27	0.0135	0.0008	17.58	2.24
85	148	phospholipid efflux	59	158	0.3986	0.0045	88.6	101.93
85	148	early endosome	2	257	0.0135	0.0073	1.85	0.53
85	148	RNA polymerase II cis-regulatory region sequence-specific DNA binding	68	466	0.4595	0.0133	34.62	87.08
85	148	cellular response to glucose stimulus	2	88	0.0135	0.0025	5.39	1.27
85	148	ecdysone receptor signaling pathway	12	17	0.0811	0.0005	167.49	24.92
85	148	regulation of Cdc42 protein signal transduction	2	78	0.0135	0.0022	6.08	1.37
85	148	innate immune response	57	99	0.3851	0.0028	136.61	112.63
85	148	amyloid-beta binding	1	79	0.0068	0.0022	3.0	0.55
85	148	high-density lipoprotein particle	3	603	0.0203	0.0172	1.18	0.33
85	148	positive regulation of MAPK cascade	2	82	0.0135	0.0023	5.79	1.33
85	148	response to lipopolysaccharide	1	17	0.0068	0.0005	13.96	1.16
85	148	negative regulation of monocyte chemotactic protein-1 production	57	110	0.3851	0.0031	122.95	108.89
85	148	negative regulation of cytokine production involved in immune response	58	132	0.3919	0.0038	104.26	105.31
85	148	positive regulation of DNA-templated transcription	4	326	0.027	0.0093	2.91	1.3
85	148	lipid transport	2	4600	0.0135	0.131	0.1	0.0
85	148	transcription coregulator binding	59	95	0.3986	0.0027	147.36	119.71
85	148	nuclear retinoid X receptor binding	57	91	0.3851	0.0026	148.62	115.78
85	148	cell differentiation	60	459	0.4054	0.0131	31.02	72.96
85	148	cell-cell junction assembly	57	91	0.3851	0.0026	148.62	115.78
85	148	autophagy	7	1314	0.0473	0.0374	1.26	0.5
85	148	cellular response to amyloid-beta	3	40	0.0203	0.0011	17.8	3.19
85	148	cellular response to steroid hormone stimulus	1	172	0.0068	0.0049	1.38	0.29
85	148	lipase inhibitor activity	58	60	0.3919	0.0017	229.37	140.14
85	148	negative regulation of interleukin-2 production	57	91	0.3851	0.0026	148.62	115.78
85	148	lipid binding	3	1476	0.0203	0.042	0.48	0.02
85	148	defense response to bacterium	57	91	0.3851	0.0026	148.62	115.78
85	148	positive regulation of adipose tissue development	57	91	0.3851	0.0026	148.62	115.78
85	148	integrin binding	2	72	0.0135	0.0021	6.59	1.43
85	148	regulation of gene expression	2	1316	0.0135	0.0375	0.36	0.01
85	148	positive regulation of interleukin-17 production	59	94	0.3986	0.0027	148.93	120.13
85	148	cell development	2	183	0.0135	0.0052	2.59	0.74
85	148	neuronal cell body	2	162	0.0135	0.0046	2.93	0.83
85	148	NADP binding	3	88	0.0203	0.0025	8.09	2.21
85	148	regulation of transcription by RNA polymerase II	3	97	0.0203	0.0028	7.34	2.09
85	148	7-beta-hydroxysteroid dehydrogenase (NADP+) activity	7	947	0.0473	0.027	1.75	0.97
85	148	lipoprotein metabolic process	58	215	0.3919	0.0061	64.01	90.33
85	148	DNA-binding transcription factor activity	2	45	0.0135	0.0013	10.55	1.81
85	148	receptor complex	59	191	0.3986	0.0054	73.29	96.04
85	148	negative regulation of inflammatory response	61	386	0.4122	0.011	37.5	79.62
85	148	high-density lipoprotein particle remodeling	59	768	0.3986	0.0219	18.23	57.65
85	148	estrogen response element binding	1	153	0.0068	0.0044	1.55	0.32
85	148	diacylglycerol catabolic process	57	63	0.3851	0.0018	214.68	132.97
85	148	toll-like receptor 9 signaling pathway	57	91	0.3851	0.0026	148.62	115.78
85	148	positive regulation of interleukin-8 production	57	57	0.3851	0.0016	237.28	140.8
85	148	response to estradiol	1	57	0.0068	0.0016	4.16	0.67
85	148	cholesterol metabolic process	3	6083	0.0203	0.1732	0.12	0.0
85	148	cell adhesion	7	19	0.0473	0.0005	87.42	12.01
85	148	chromatin	3	207	0.0203	0.0059	3.44	1.24
85	148	endoplasmic reticulum lumen	1	52	0.0068	0.0015	4.56	0.7
85	148	DNA-binding transcription activator activity, RNA polymerase II-specific	67	483	0.4527	0.0138	32.91	84.12
85	148	negative regulation of very-low-density lipoprotein particle remodeling	61	136	0.4122	0.0039	106.43	111.79
85	148	signaling receptor binding	10	1444	0.0676	0.0411	1.64	1.07
85	148	sterol binding	1	52	0.0068	0.0015	4.56	0.7
85	148	response to nutrient levels	1	20	0.0068	0.0006	11.86	1.09
85	148	negative regulation of interleukin-6 production	57	158	0.3851	0.0045	85.6	97.22
85	148	triglyceride homeostasis	4	755	0.027	0.0215	1.26	0.4
85	148	protein heterodimerization activity	64	308	0.4324	0.0088	49.3	92.15
85	148	intracellular triglyceride homeostasis	59	96	0.3986	0.0027	145.83	119.3
85	148	high-density lipoprotein particle binding	58	133	0.3919	0.0038	103.47	105.06
85	148	positive regulation of stress fiber assembly	1	75	0.0068	0.0021	3.16	0.57
85	148	positive regulation of ammonia assimilation cycle	57	91	0.3851	0.0026	148.62	115.78
85	148	reverse cholesterol transport	59	776	0.3986	0.0221	18.04	57.38
85	148	positive regulation of cholesterol metabolic process	1	80	0.0068	0.0023	2.97	0.54
85	148	circadian rhythm	2	73	0.0135	0.0021	6.5	1.42
85	148	negative regulation of lipid catabolic process	58	58	0.3919	0.0017	237.28	143.38
85	148	lipid metabolic process	1	1633	0.0068	0.0465	0.15	0.0
85	148	response to nutrient	1	26	0.0068	0.0007	9.13	0.98
85	148	positive regulation of cholesterol efflux	1	245	0.0068	0.007	0.97	0.19
85	148	core promoter sequence-specific DNA binding	7	141	0.0473	0.004	11.78	5.62
85	148	phosphatidylcholine-sterol O-acyltransferase activator activity	58	132	0.3919	0.0038	104.26	105.31
85	148	prostate gland growth	2	16	0.0135	0.0005	29.66	2.69
85	148	response to hypoxia	1	20	0.0068	0.0006	11.86	1.09
85	148	protein homodimerization activity	67	390	0.4527	0.0111	40.76	90.78
85	148	ecdysone binding	12	19	0.0811	0.0005	149.86	24.01
85	148	apolipoprotein A-I receptor binding	1	75	0.0068	0.0021	3.16	0.57
85	148	positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	2	94	0.0135	0.0027	5.05	1.22
85	148	positive regulation of phosphatidic acid biosynthetic process	59	94	0.3986	0.0027	148.93	120.13
85	148	cellular response to bile acid	60	95	0.4054	0.0027	149.86	122.53
85	148	bile acid metabolic process	16	229	0.1081	0.0065	16.58	14.49
85	148	transcription corepressor binding	7	155	0.0473	0.0044	10.72	5.34
85	148	negative regulation of ERK1 and ERK2 cascade	2	82	0.0135	0.0023	5.79	1.33
85	148	euchromatin	59	172	0.3986	0.0049	81.39	99.26
85	148	transcription cis-regulatory region binding	2	16	0.0135	0.0005	29.66	2.69
85	148	regulation of cell population proliferation	2	413	0.0135	0.0118	1.15	0.28
86	261	steroid metabolic process	1	321	0.0038	0.0091	0.42	0.04
86	261	organic anion transport	3	62	0.0115	0.0018	6.51	1.95
86	261	bile acid and bile salt transport	69	143	0.2644	0.0041	64.92	109.5
86	261	intercellular canaliculus	68	147	0.2605	0.0042	62.24	106.2
86	261	cellular response to dexamethasone stimulus	1	95	0.0038	0.0027	1.42	0.29
86	261	ABC-type heme transporter activity	41	41	0.1571	0.0012	134.55	88.71
86	261	bilirubin transmembrane transporter activity	68	68	0.2605	0.0019	134.55	148.9
86	261	response to steroid hormone	1	23	0.0038	0.0007	5.85	0.8
86	261	leukotriene transport	69	271	0.2644	0.0077	34.26	86.12
86	261	DNA-templated transcription	3	681	0.0115	0.0194	0.59	0.05
86	261	negative regulation of gene expression	3	363	0.0115	0.0103	1.11	0.29
86	261	monooxygenase activity	2	196	0.0077	0.0056	1.37	0.37
86	261	ATPase-coupled transmembrane transporter activity	4	67	0.0153	0.0019	8.03	2.8
86	261	melanosome membrane	41	41	0.1571	0.0012	134.55	88.71
86	261	glutathione metabolic process	2	19	0.0077	0.0005	14.16	2.06
86	261	monoterpenoid metabolic process	2	71	0.0077	0.002	3.79	1.01
86	261	vacuolar membrane	4	40	0.0153	0.0011	13.45	3.66
86	261	alkaloid metabolic process	1	57	0.0038	0.0016	2.36	0.46
86	261	heart development	2	16	0.0077	0.0005	16.82	2.21
86	261	xenobiotic catabolic process	4	191	0.0153	0.0054	2.82	1.26
86	261	female pregnancy	1	16	0.0038	0.0005	8.41	0.95
86	261	ABC-type glutathione S-conjugate transporter activity	182	2783	0.6973	0.0792	8.8	137.22
86	261	xenobiotic metabolic process	29	499	0.1111	0.0142	7.82	16.81
86	261	multivesicular body membrane	41	44	0.1571	0.0013	125.37	84.6
86	261	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	1	156	0.0038	0.0044	0.86	0.16
86	261	alkaloid catabolic process	2	102	0.0077	0.0029	2.64	0.76
86	261	xenobiotic transmembrane transport	68	187	0.2605	0.0053	48.93	97.17
86	261	response to estrogen	2	109	0.0077	0.0031	2.47	0.71
86	261	xenobiotic export from cell	68	160	0.2605	0.0046	57.18	102.94
86	261	transmembrane transport	12	127	0.046	0.0036	12.71	9.65
86	261	ABC-type xenobiotic transporter activity	182	3551	0.6973	0.1011	6.9	118.2
86	261	central nervous system development	13	1381	0.0498	0.0393	1.27	0.64
86	261	cellular response to lipopolysaccharide	1	101	0.0038	0.0029	1.33	0.28
86	261	lytic vacuole	4	37	0.0153	0.0011	14.55	3.79
86	261	prostaglandin transport	2	26	0.0077	0.0007	10.35	1.8
86	261	response to xenobiotic stimulus	2	98	0.0077	0.0028	2.75	0.78
86	261	glucosylceramide catabolic process	20	3041	0.0766	0.0866	0.88	0.13
86	261	apical plasma membrane	123	5067	0.4713	0.1443	3.27	35.95
86	261	glycosyltransferase activity	13	704	0.0498	0.02	2.48	2.6
86	261	transmembrane transporter activity	3	79	0.0115	0.0022	5.11	1.67
86	261	response to toxic substance	2	39	0.0077	0.0011	6.9	1.47
86	261	arachidonate metabolic process	9	36	0.0345	0.001	33.64	11.32
86	261	cellular response to tumor necrosis factor	1	149	0.0038	0.0042	0.9	0.17
86	261	protein domain specific binding	2	91	0.0077	0.0026	2.96	0.83
86	261	response to insulin	2	16	0.0077	0.0005	16.82	2.21
86	261	beta-glucosidase activity	13	2348	0.0498	0.0669	0.74	0.05
86	261	fatty acid metabolic process	4	1010	0.0153	0.0288	0.53	0.02
86	261	response to lipopolysaccharide	1	17	0.0038	0.0005	7.91	0.92
86	261	galactosylceramidase activity	20	3865	0.0766	0.1101	0.7	0.01
86	261	heme catabolic process	68	101	0.2605	0.0029	90.59	122.34
86	261	lipid transport	105	4600	0.4023	0.131	3.07	27.27
86	261	glutathione transmembrane transporter activity	9	789	0.0345	0.0225	1.53	0.87
86	261	transepithelial transport	3	102	0.0115	0.0029	3.96	1.39
86	261	xenobiotic detoxification by transmembrane export across the plasma membrane	2	35	0.0077	0.001	7.69	1.55
86	261	xenobiotic transport across blood-brain barrier	3	102	0.0115	0.0029	3.96	1.39
86	261	oxidative demethylation	2	163	0.0077	0.0046	1.65	0.47
86	261	basolateral plasma membrane	56	3332	0.2146	0.0949	2.26	8.31
86	261	canalicular bile acid transport	2	1083	0.0077	0.0308	0.25	0.0
86	261	vitamin D3 25-hydroxylase activity	1	18	0.0038	0.0005	7.47	0.9
86	261	retinol metabolic process	4	473	0.0153	0.0135	1.14	0.33
86	261	lysosomal membrane	48	2454	0.1839	0.0699	2.63	9.18
86	261	toxin transmembrane transporter activity	68	92	0.2605	0.0026	99.45	127.05
86	261	gene expression	2	124	0.0077	0.0035	2.17	0.63
86	261	xenobiotic transmembrane transporter activity	3	36	0.0115	0.001	11.21	2.62
86	261	response to estradiol	1	57	0.0038	0.0016	2.36	0.46
86	261	cholesterol metabolic process	32	6083	0.1226	0.1732	0.71	0.0
86	261	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen	12	92	0.046	0.0026	17.55	11.33
86	261	glucosylceramidase activity	20	3857	0.0766	0.1098	0.7	0.01
86	261	carbohydrate metabolic process	13	798	0.0498	0.0227	2.19	2.15
86	261	heme binding	13	5655	0.0498	0.161	0.31	0.0
86	261	xenobiotic transport	2	48	0.0077	0.0014	5.61	1.3
86	261	ABC-type transporter activity	1	245	0.0038	0.007	0.55	0.08
86	261	bile acid metabolic process	2	229	0.0077	0.0065	1.18	0.29
86	261	endomembrane system	1	50	0.0038	0.0014	2.69	0.51
86	261	estrogen metabolic process	2	1660	0.0077	0.0473	0.16	0.0
86	261	brush border membrane	2	31	0.0077	0.0009	8.68	1.65
87	453	glucocorticoid metabolic process	1	45	0.0022	0.0013	1.72	0.35
87	453	3-hydroxy-2-methylbutyryl-CoA dehydrogenase activity	297	436	0.6556	0.0124	52.81	300.0
87	453	mitochondrial tRNA methylation	17	64	0.0375	0.0018	20.59	17.35
87	453	L-isoleucine catabolic process	17	64	0.0375	0.0018	20.59	17.35
87	453	mitochondrial tRNA 3'-end processing	17	64	0.0375	0.0018	20.59	17.35
87	453	protein homotetramerization	17	67	0.0375	0.0019	19.67	16.98
87	453	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	1	274	0.0022	0.0078	0.28	0.01
87	453	(3S)-3-hydroxyacyl-CoA dehydrogenase (NAD+) activity	359	975	0.7925	0.0278	28.54	300.0
87	453	mitochondrial tRNA 5'-end processing	18	71	0.0397	0.002	19.65	17.94
87	453	acyl-CoA metabolic process	1	585	0.0022	0.0167	0.13	0.0
87	453	oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor	1	77	0.0022	0.0022	1.01	0.2
87	453	fatty acid beta-oxidation	19	279	0.0419	0.0079	5.28	8.29
87	453	mitochondrion organization	17	69	0.0375	0.002	19.1	16.74
87	453	cardiolipin dehydrogenase (NAD+) activity	17	64	0.0375	0.0018	20.59	17.35
87	453	quinone binding	6	538	0.0132	0.0153	0.86	0.16
87	453	vitamin K metabolic process	1	32	0.0022	0.0009	2.42	0.47
87	453	tRNA processing	3	19	0.0066	0.0005	12.24	2.75
87	453	prostaglandin E2 9-reductase activity	4	303	0.0088	0.0086	1.02	0.26
87	453	xenobiotic metabolic process	1	499	0.0022	0.0142	0.16	0.0
87	453	C21-steroid hormone metabolic process	17	89	0.0375	0.0025	14.81	14.74
87	453	androgen metabolic process	349	1056	0.7704	0.0301	25.62	300.0
87	453	positive regulation of reactive oxygen species metabolic process	1	47	0.0022	0.0013	1.65	0.34
87	453	mitochondrial ribonuclease P complex	18	71	0.0397	0.002	19.65	17.94
87	453	brexanolone metabolic process	17	64	0.0375	0.0018	20.59	17.35
87	453	ursodeoxycholate 7-beta-dehydrogenase (NAD+) activity	17	70	0.0375	0.002	18.83	16.63
87	453	15-hydroxyprostaglandin dehydrogenase (NADP+) activity	4	302	0.0088	0.0086	1.03	0.26
