accession	entry_name	protein_names	organism	decision	reason	current_rhea_ids	current_rxn_chebis	current_ligand_chebis
A0A8M1G6G4	A0A8M1G6G4_URSMA	Multidrug resistance-associated protein 1 (EC 7.6.2.2) (EC 7.6.2.3) (ATP-binding cassette sub-family C member 1) (Glutat	Ursus maritimus (Polar bear) (Thalarctos maritimus)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:82961']	RHEA:33147;RHEA:38951;RHEA:38963;RHEA:60128;RHEA:60160;RHEA:74887;RHEA:81611;RHEA:81695;RHEA:81699	CHEBI:133768;CHEBI:133769;CHEBI:143093;CHEBI:143658;CHEBI:15377;CHEBI:15378;CHEBI:156326;CHEBI:30616;CHEBI:43474;CHEBI:456216;CHEBI:57973;CHEBI:60119;CHEBI:64677;CHEBI:82961	
A0A8M1G7S3	A0A8M1G7S3_URSMA	Glucosylceramidase (EC 3.2.1.45)	Ursus maritimus (Polar bear) (Thalarctos maritimus)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:16113', 'CHEBI:17495', 'CHEBI:189066']	RHEA:11956;RHEA:13269;RHEA:14297;RHEA:58264;RHEA:58324;RHEA:70235;RHEA:70239;RHEA:70251;RHEA:70255;RHEA:70303;RHEA:70307;RHEA:70311;RHEA:70315	CHEBI:139140;CHEBI:15377;CHEBI:16113;CHEBI:17495;CHEBI:18390;CHEBI:189066;CHEBI:189067;CHEBI:189068;CHEBI:189081;CHEBI:22801;CHEBI:4139;CHEBI:4167;CHEBI:45815;CHEBI:52639;CHEBI:65222;CHEBI:72956;CHEBI:72961;CHEBI:73432;CHEBI:74450;CHEBI:76297;CHEBI:76302;CHEBI:77996;CHEBI:84719	
A0A8M1G7S4	A0A8M1G7S4_URSMA	Glucosylceramidase (EC 3.2.1.45)	Ursus maritimus (Polar bear) (Thalarctos maritimus)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:16113', 'CHEBI:17495', 'CHEBI:189066']	RHEA:11956;RHEA:13269;RHEA:14297;RHEA:58264;RHEA:58324;RHEA:70235;RHEA:70239;RHEA:70251;RHEA:70255;RHEA:70303;RHEA:70307;RHEA:70311;RHEA:70315	CHEBI:139140;CHEBI:15377;CHEBI:16113;CHEBI:17495;CHEBI:18390;CHEBI:189066;CHEBI:189067;CHEBI:189068;CHEBI:189081;CHEBI:22801;CHEBI:4139;CHEBI:4167;CHEBI:45815;CHEBI:52639;CHEBI:65222;CHEBI:72956;CHEBI:72961;CHEBI:73432;CHEBI:74450;CHEBI:76297;CHEBI:76302;CHEBI:77996;CHEBI:84719	
A0A8M1G8E1	A0A8M1G8E1_URSMA	3-keto-steroid reductase/17-beta-hydroxysteroid dehydrogenase 7 (EC 1.1.1.210) (EC 1.1.1.270) (EC 1.1.1.62) (17-beta-hyd	Ursus maritimus (Polar bear) (Thalarctos maritimus)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:16330', 'CHEBI:16469', 'CHEBI:16495']	RHEA:16297;RHEA:18409;RHEA:24616;RHEA:33459;RHEA:34787;RHEA:36379;RHEA:46832;RHEA:46852	CHEBI:136486;CHEBI:15378;CHEBI:16330;CHEBI:16469;CHEBI:16495;CHEBI:16608;CHEBI:17263;CHEBI:18252;CHEBI:18329;CHEBI:18378;CHEBI:1949;CHEBI:36836;CHEBI:47788;CHEBI:52386;CHEBI:57783;CHEBI:58349;CHEBI:87050;CHEBI:87051;CHEBI:87056	
A0A8M1G8E3	A0A8M1G8E3_URSMA	3-keto-steroid reductase/17-beta-hydroxysteroid dehydrogenase 7 (EC 1.1.1.210) (EC 1.1.1.270) (EC 1.1.1.62) (17-beta-hyd	Ursus maritimus (Polar bear) (Thalarctos maritimus)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:16330', 'CHEBI:16469', 'CHEBI:16495']	RHEA:16297;RHEA:18409;RHEA:24616;RHEA:33459;RHEA:34787;RHEA:36379;RHEA:46832;RHEA:46852	CHEBI:136486;CHEBI:15378;CHEBI:16330;CHEBI:16469;CHEBI:16495;CHEBI:16608;CHEBI:17263;CHEBI:18252;CHEBI:18329;CHEBI:18378;CHEBI:1949;CHEBI:36836;CHEBI:47788;CHEBI:52386;CHEBI:57783;CHEBI:58349;CHEBI:87050;CHEBI:87051;CHEBI:87056	
A0A8M1G8E6	A0A8M1G8E6_URSMA	3-keto-steroid reductase/17-beta-hydroxysteroid dehydrogenase 7 (EC 1.1.1.210) (EC 1.1.1.270) (EC 1.1.1.62) (17-beta-hyd	Ursus maritimus (Polar bear) (Thalarctos maritimus)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:16330', 'CHEBI:16469', 'CHEBI:16495']	RHEA:16297;RHEA:18409;RHEA:24616;RHEA:33459;RHEA:34787;RHEA:36379;RHEA:46832;RHEA:46852	CHEBI:136486;CHEBI:15378;CHEBI:16330;CHEBI:16469;CHEBI:16495;CHEBI:16608;CHEBI:17263;CHEBI:18252;CHEBI:18329;CHEBI:18378;CHEBI:1949;CHEBI:36836;CHEBI:47788;CHEBI:52386;CHEBI:57783;CHEBI:58349;CHEBI:87050;CHEBI:87051;CHEBI:87056	
A0A8M1G8E8	A0A8M1G8E8_URSMA	3-keto-steroid reductase/17-beta-hydroxysteroid dehydrogenase 7 (EC 1.1.1.210) (EC 1.1.1.270) (EC 1.1.1.62) (17-beta-hyd	Ursus maritimus (Polar bear) (Thalarctos maritimus)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:16330', 'CHEBI:16469', 'CHEBI:16495']	RHEA:16297;RHEA:18409;RHEA:24616;RHEA:33459;RHEA:34787;RHEA:36379;RHEA:46832;RHEA:46852	CHEBI:136486;CHEBI:15378;CHEBI:16330;CHEBI:16469;CHEBI:16495;CHEBI:16608;CHEBI:17263;CHEBI:18252;CHEBI:18329;CHEBI:18378;CHEBI:1949;CHEBI:36836;CHEBI:47788;CHEBI:52386;CHEBI:57783;CHEBI:58349;CHEBI:87050;CHEBI:87051;CHEBI:87056	
A0A8M1G8Q7	A0A8M1G8Q7_URSMA	Multidrug resistance-associated protein 1 (EC 7.6.2.2) (EC 7.6.2.3) (ATP-binding cassette sub-family C member 1) (Glutat	Ursus maritimus (Polar bear) (Thalarctos maritimus)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:82961']	RHEA:33147;RHEA:38951;RHEA:38963;RHEA:60128;RHEA:60160;RHEA:74887;RHEA:81611;RHEA:81695;RHEA:81699	CHEBI:133768;CHEBI:133769;CHEBI:143093;CHEBI:143658;CHEBI:15377;CHEBI:15378;CHEBI:156326;CHEBI:30616;CHEBI:43474;CHEBI:456216;CHEBI:57973;CHEBI:60119;CHEBI:64677;CHEBI:82961	
A0A8M1G968	A0A8M1G968_URSMA	Multidrug resistance-associated protein 1 (EC 7.6.2.2) (EC 7.6.2.3) (ATP-binding cassette sub-family C member 1) (Glutat	Ursus maritimus (Polar bear) (Thalarctos maritimus)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:82961']	RHEA:33147;RHEA:38951;RHEA:38963;RHEA:60128;RHEA:60160;RHEA:74887;RHEA:81611;RHEA:81695;RHEA:81699	CHEBI:133768;CHEBI:133769;CHEBI:143093;CHEBI:143658;CHEBI:15377;CHEBI:15378;CHEBI:156326;CHEBI:30616;CHEBI:43474;CHEBI:456216;CHEBI:57973;CHEBI:60119;CHEBI:64677;CHEBI:82961	
A0A8M1G971	A0A8M1G971_URSMA	Multidrug resistance-associated protein 1 (EC 7.6.2.2) (EC 7.6.2.3) (ATP-binding cassette sub-family C member 1) (Glutat	Ursus maritimus (Polar bear) (Thalarctos maritimus)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:82961']	RHEA:33147;RHEA:38951;RHEA:38963;RHEA:60128;RHEA:60160;RHEA:74887;RHEA:81611;RHEA:81695;RHEA:81699	CHEBI:133768;CHEBI:133769;CHEBI:143093;CHEBI:143658;CHEBI:15377;CHEBI:15378;CHEBI:156326;CHEBI:30616;CHEBI:43474;CHEBI:456216;CHEBI:57973;CHEBI:60119;CHEBI:64677;CHEBI:82961	
A0A8M1GA25	A0A8M1GA25_URSMA	Glucosylceramidase (EC 3.2.1.45)	Ursus maritimus (Polar bear) (Thalarctos maritimus)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:16113', 'CHEBI:17495', 'CHEBI:189066']	RHEA:11956;RHEA:13269;RHEA:14297;RHEA:58264;RHEA:58324;RHEA:70235;RHEA:70239;RHEA:70251;RHEA:70255;RHEA:70303;RHEA:70307;RHEA:70311;RHEA:70315	CHEBI:139140;CHEBI:15377;CHEBI:16113;CHEBI:17495;CHEBI:18390;CHEBI:189066;CHEBI:189067;CHEBI:189068;CHEBI:189081;CHEBI:22801;CHEBI:4139;CHEBI:4167;CHEBI:45815;CHEBI:52639;CHEBI:65222;CHEBI:72956;CHEBI:72961;CHEBI:73432;CHEBI:74450;CHEBI:76297;CHEBI:76302;CHEBI:77996;CHEBI:84719	
A0A8M1GAE8	A0A8M1GAE8_URSMA	Bile salt export pump	Ursus maritimus (Polar bear) (Thalarctos maritimus)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:132028', 'CHEBI:132030', 'CHEBI:29746']	RHEA:50048;RHEA:50052;RHEA:50056;RHEA:50060;RHEA:50064;RHEA:50068;RHEA:50072;RHEA:63908	CHEBI:132028;CHEBI:132030;CHEBI:15377;CHEBI:15378;CHEBI:29746;CHEBI:29747;CHEBI:30616;CHEBI:36252;CHEBI:36257;CHEBI:43474;CHEBI:456216;CHEBI:63660;CHEBI:9407	
A0A8M1GAH1	A0A8M1GAH1_URSMA	Glucosylceramidase (EC 3.2.1.45)	Ursus maritimus (Polar bear) (Thalarctos maritimus)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:16113', 'CHEBI:17495', 'CHEBI:189066']	RHEA:11956;RHEA:13269;RHEA:14297;RHEA:58264;RHEA:58324;RHEA:70235;RHEA:70239;RHEA:70251;RHEA:70255;RHEA:70303;RHEA:70307;RHEA:70311;RHEA:70315	CHEBI:139140;CHEBI:15377;CHEBI:16113;CHEBI:17495;CHEBI:18390;CHEBI:189066;CHEBI:189067;CHEBI:189068;CHEBI:189081;CHEBI:22801;CHEBI:4139;CHEBI:4167;CHEBI:45815;CHEBI:52639;CHEBI:65222;CHEBI:72956;CHEBI:72961;CHEBI:73432;CHEBI:74450;CHEBI:76297;CHEBI:76302;CHEBI:77996;CHEBI:84719	
A0A8M1GAN4	A0A8M1GAN4_URSMA	3-keto-steroid reductase/17-beta-hydroxysteroid dehydrogenase 7 (EC 1.1.1.210) (EC 1.1.1.270) (EC 1.1.1.62) (17-beta-hyd	Ursus maritimus (Polar bear) (Thalarctos maritimus)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:16330', 'CHEBI:16469', 'CHEBI:16495']	RHEA:16297;RHEA:18409;RHEA:24616;RHEA:33459;RHEA:34787;RHEA:36379;RHEA:46832;RHEA:46852	CHEBI:136486;CHEBI:15378;CHEBI:16330;CHEBI:16469;CHEBI:16495;CHEBI:16608;CHEBI:17263;CHEBI:18252;CHEBI:18329;CHEBI:18378;CHEBI:1949;CHEBI:36836;CHEBI:47788;CHEBI:52386;CHEBI:57783;CHEBI:58349;CHEBI:87050;CHEBI:87051;CHEBI:87056	
A0A8M1GB29	A0A8M1GB29_URSMA	3-keto-steroid reductase/17-beta-hydroxysteroid dehydrogenase 7 (EC 1.1.1.210) (EC 1.1.1.270) (EC 1.1.1.62) (17-beta-hyd	Ursus maritimus (Polar bear) (Thalarctos maritimus)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:16330', 'CHEBI:16469', 'CHEBI:16495']	RHEA:16297;RHEA:18409;RHEA:24616;RHEA:33459;RHEA:34787;RHEA:36379;RHEA:46832;RHEA:46852	CHEBI:136486;CHEBI:15378;CHEBI:16330;CHEBI:16469;CHEBI:16495;CHEBI:16608;CHEBI:17263;CHEBI:18252;CHEBI:18329;CHEBI:18378;CHEBI:1949;CHEBI:36836;CHEBI:47788;CHEBI:52386;CHEBI:57783;CHEBI:58349;CHEBI:87050;CHEBI:87051;CHEBI:87056	
A0A8M1GBG2	A0A8M1GBG2_URSMA	O-acyltransferase	Ursus maritimus (Polar bear) (Thalarctos maritimus)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:152049', 'CHEBI:15889', 'CHEBI:16113']	RHEA:17729;RHEA:41436;RHEA:42792;RHEA:42796;RHEA:42812;RHEA:42816;RHEA:59816;RHEA:64320;RHEA:64324;RHEA:64328	CHEBI:152049;CHEBI:152050;CHEBI:15889;CHEBI:16113;CHEBI:17002;CHEBI:232093;CHEBI:3663;CHEBI:41509;CHEBI:46898;CHEBI:57287;CHEBI:57368;CHEBI:57379;CHEBI:57383;CHEBI:57387;CHEBI:57394;CHEBI:58342;CHEBI:61540;CHEBI:75121;CHEBI:82750;CHEBI:82751;CHEBI:83139;CHEBI:84323;CHEBI:88768	
A0A8M1GBZ3	A0A8M1GBZ3_URSMA	Hedgehog protein	Ursus maritimus (Polar bear) (Thalarctos maritimus)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:143135', 'CHEBI:16113']	RHEA:59504;RHEA:RHEA-COMP:12707;RHEA:RHEA-COMP:15369;RHEA:RHEA-COMP:15374	CHEBI:143135;CHEBI:143140;CHEBI:15378;CHEBI:16113;CHEBI:65250	CHEBI:29105;CHEBI:29108
A0A8M1GH50	A0A8M1GH50_URSMA	Multidrug resistance-associated protein 1 (EC 7.6.2.2) (EC 7.6.2.3) (ATP-binding cassette sub-family C member 1) (Glutat	Ursus maritimus (Polar bear) (Thalarctos maritimus)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:82961']	RHEA:33147;RHEA:38951;RHEA:38963;RHEA:60128;RHEA:60160;RHEA:74887;RHEA:81611;RHEA:81695;RHEA:81699	CHEBI:133768;CHEBI:133769;CHEBI:143093;CHEBI:143658;CHEBI:15377;CHEBI:15378;CHEBI:156326;CHEBI:30616;CHEBI:43474;CHEBI:456216;CHEBI:57973;CHEBI:60119;CHEBI:64677;CHEBI:82961	
A0A8M1GH55	A0A8M1GH55_URSMA	Multidrug resistance-associated protein 1 (EC 7.6.2.2) (EC 7.6.2.3) (ATP-binding cassette sub-family C member 1) (Glutat	Ursus maritimus (Polar bear) (Thalarctos maritimus)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:82961']	RHEA:33147;RHEA:38951;RHEA:38963;RHEA:60128;RHEA:60160;RHEA:74887;RHEA:81611;RHEA:81695;RHEA:81699	CHEBI:133768;CHEBI:133769;CHEBI:143093;CHEBI:143658;CHEBI:15377;CHEBI:15378;CHEBI:156326;CHEBI:30616;CHEBI:43474;CHEBI:456216;CHEBI:57973;CHEBI:60119;CHEBI:64677;CHEBI:82961	
A0A8M1GJD2	A0A8M1GJD2_URSMA	3-keto-steroid reductase/17-beta-hydroxysteroid dehydrogenase 7 (EC 1.1.1.210) (EC 1.1.1.270) (EC 1.1.1.62) (17-beta-hyd	Ursus maritimus (Polar bear) (Thalarctos maritimus)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:16330', 'CHEBI:16469', 'CHEBI:16495']	RHEA:16297;RHEA:18409;RHEA:24616;RHEA:33459;RHEA:34787;RHEA:36379;RHEA:46832;RHEA:46852	CHEBI:136486;CHEBI:15378;CHEBI:16330;CHEBI:16469;CHEBI:16495;CHEBI:16608;CHEBI:17263;CHEBI:18252;CHEBI:18329;CHEBI:18378;CHEBI:1949;CHEBI:36836;CHEBI:47788;CHEBI:52386;CHEBI:57783;CHEBI:58349;CHEBI:87050;CHEBI:87051;CHEBI:87056	
A0A8M1GJD7	A0A8M1GJD7_URSMA	3-keto-steroid reductase/17-beta-hydroxysteroid dehydrogenase 7 (EC 1.1.1.210) (EC 1.1.1.270) (EC 1.1.1.62) (17-beta-hyd	Ursus maritimus (Polar bear) (Thalarctos maritimus)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:16330', 'CHEBI:16469', 'CHEBI:16495']	RHEA:16297;RHEA:18409;RHEA:24616;RHEA:33459;RHEA:34787;RHEA:36379;RHEA:46832;RHEA:46852	CHEBI:136486;CHEBI:15378;CHEBI:16330;CHEBI:16469;CHEBI:16495;CHEBI:16608;CHEBI:17263;CHEBI:18252;CHEBI:18329;CHEBI:18378;CHEBI:1949;CHEBI:36836;CHEBI:47788;CHEBI:52386;CHEBI:57783;CHEBI:58349;CHEBI:87050;CHEBI:87051;CHEBI:87056	
A0A8M1GJU8	A0A8M1GJU8_URSMA	Delta(14)-sterol reductase LBR (EC 1.3.1.70) (3-beta-hydroxysterol Delta (14)-reductase) (C-14 sterol reductase) (Integr	Ursus maritimus (Polar bear) (Thalarctos maritimus)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:16608', 'CHEBI:17813', 'CHEBI:18364']	RHEA:18561;RHEA:46456;RHEA:46812	CHEBI:15378;CHEBI:16608;CHEBI:17813;CHEBI:18364;CHEBI:57783;CHEBI:58349;CHEBI:78904;CHEBI:86131;CHEBI:87044	
A0A8M1GRI0	A0A8M1GRI0_URSMA	Cholesterol 24-hydroxylase (EC 1.14.14.25) (Cholesterol 24-monooxygenase) (Cholesterol 24S-hydroxylase) (Cytochrome P450	Ursus maritimus (Polar bear) (Thalarctos maritimus)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:137053', 'CHEBI:137057', 'CHEBI:137061']	RHEA:22716;RHEA:46296;RHEA:46300;RHEA:46304;RHEA:46308;RHEA:46380;RHEA:46384;RHEA:46388;RHEA:46392;RHEA:53232;RHEA:53236;RHEA:53240;RHEA:53244;RHEA:53808;RHEA:RHEA-COMP:11964;RHEA:RHEA-COMP:11965	CHEBI:137053;CHEBI:137057;CHEBI:137061;CHEBI:137687;CHEBI:15377;CHEBI:15378;CHEBI:15379;CHEBI:16113;CHEBI:17026;CHEBI:17252;CHEBI:17347;CHEBI:17500;CHEBI:17737;CHEBI:17759;CHEBI:34310;CHEBI:34477;CHEBI:37640;CHEBI:41633;CHEBI:57618;CHEBI:58210;CHEBI:83027;CHEBI:85778;CHEBI:86013;CHEBI:86074;CHEBI:86087;CHEBI:86165;CHEBI:86570	CHEBI:30413
A0A8M1GTV9	A0A8M1GTV9_URSMA	Cytochrome P450 1A (EC 1.14.14.1)	Ursus maritimus (Polar bear) (Thalarctos maritimus)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:1156', 'CHEBI:16469', 'CHEBI:17263']	RHEA:37947;RHEA:39759;RHEA:39779;RHEA:42088;RHEA:42092;RHEA:47208;RHEA:47212;RHEA:47280;RHEA:47292;RHEA:48632;RHEA:48636;RHEA:48716;RHEA:49860;RHEA:52120;RHEA:RHEA-COMP:11964;RHEA:RHEA-COMP:11965	CHEBI:1156;CHEBI:131965;CHEBI:136410;CHEBI:15377;CHEBI:15378;CHEBI:15379;CHEBI:16469;CHEBI:17263;CHEBI:17336;CHEBI:17898;CHEBI:28744;CHEBI:32395;CHEBI:35291;CHEBI:57410;CHEBI:57444;CHEBI:57446;CHEBI:57450;CHEBI:57466;CHEBI:57618;CHEBI:58210;CHEBI:58562;CHEBI:62845;CHEBI:65342;CHEBI:75231;CHEBI:76627;CHEBI:76634;CHEBI:77016;CHEBI:87602;CHEBI:90781	CHEBI:30413
A0A8M1GXT5	A0A8M1GXT5_URSMA	Steroid 21-hydroxylase (EC 1.14.14.16) (21-OHase) (Cytochrome P-450c21) (Cytochrome P450 21) (Cytochrome P450 XXI) (Cyto	Ursus maritimus (Polar bear) (Thalarctos maritimus)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:16973', 'CHEBI:17026', 'CHEBI:17252']	RHEA:50304;RHEA:50308;RHEA:RHEA-COMP:11964;RHEA:RHEA-COMP:11965	CHEBI:15377;CHEBI:15378;CHEBI:15379;CHEBI:16973;CHEBI:17026;CHEBI:17252;CHEBI:28324;CHEBI:57618;CHEBI:58210	CHEBI:30413
A0A8M1GZM2	A0A8M1GZM2_URSMA	Multidrug resistance-associated protein 1 (EC 7.6.2.2) (EC 7.6.2.3) (ATP-binding cassette sub-family C member 1) (Glutat	Ursus maritimus (Polar bear) (Thalarctos maritimus)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:82961']	RHEA:33147;RHEA:38951;RHEA:38963;RHEA:60128;RHEA:60160;RHEA:74887;RHEA:81611;RHEA:81695;RHEA:81699	CHEBI:133768;CHEBI:133769;CHEBI:143093;CHEBI:143658;CHEBI:15377;CHEBI:15378;CHEBI:156326;CHEBI:30616;CHEBI:43474;CHEBI:456216;CHEBI:57973;CHEBI:60119;CHEBI:64677;CHEBI:82961	
A0A8M1H3L1	A0A8M1H3L1_URSMA	Cytochrome P450 1A (EC 1.14.14.1)	Ursus maritimus (Polar bear) (Thalarctos maritimus)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:1156', 'CHEBI:16469', 'CHEBI:17263']	RHEA:37947;RHEA:39759;RHEA:39779;RHEA:42088;RHEA:42092;RHEA:47208;RHEA:47212;RHEA:47280;RHEA:47292;RHEA:48632;RHEA:48636;RHEA:48716;RHEA:49860;RHEA:52120;RHEA:RHEA-COMP:11964;RHEA:RHEA-COMP:11965	CHEBI:1156;CHEBI:131965;CHEBI:136410;CHEBI:15377;CHEBI:15378;CHEBI:15379;CHEBI:16469;CHEBI:17263;CHEBI:17336;CHEBI:17898;CHEBI:28744;CHEBI:32395;CHEBI:35291;CHEBI:57410;CHEBI:57444;CHEBI:57446;CHEBI:57450;CHEBI:57466;CHEBI:57618;CHEBI:58210;CHEBI:58562;CHEBI:62845;CHEBI:65342;CHEBI:75231;CHEBI:76627;CHEBI:76634;CHEBI:77016;CHEBI:87602;CHEBI:90781	CHEBI:30413
A0A8M1H4U3	A0A8M1H4U3_URSMA	(3R)-3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.239) (EC 1.1.1.62) (EC 1.1.1.n12) (17-beta-hydroxysteroid dehydrogenase 8	Ursus maritimus (Polar bear) (Thalarctos maritimus)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:15994', 'CHEBI:16330', 'CHEBI:16422']	RHEA:14929;RHEA:24612;RHEA:32711;RHEA:41992	CHEBI:15378;CHEBI:15994;CHEBI:16330;CHEBI:16422;CHEBI:16469;CHEBI:17263;CHEBI:17347;CHEBI:57319;CHEBI:57540;CHEBI:57945;CHEBI:90726	
A0A8M1HAI7	A0A8M1HAI7_BETSP	Hepatic sodium/bile acid cotransporter (Na(+)/bile acid cotransporter) (Na(+)/taurocholate transport protein) (Sodium/ta	Betta splendens (Siamese fighting fish)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:132028', 'CHEBI:191405', 'CHEBI:191407']	RHEA:51840;RHEA:71083;RHEA:71875;RHEA:71911;RHEA:71915;RHEA:71923;RHEA:71927;RHEA:71935;RHEA:72087;RHEA:72167;RHEA:72171;RHEA:72179	CHEBI:132028;CHEBI:133064;CHEBI:191405;CHEBI:191406;CHEBI:191407;CHEBI:29101;CHEBI:29746;CHEBI:29747;CHEBI:36257;CHEBI:36261;CHEBI:58874;CHEBI:60050;CHEBI:9407	
A0A8M1HF83	A0A8M1HF83_BETSP	Cytosolic beta-glucosidase (EC 3.2.1.21) (EC 3.2.1.45) (EC 3.2.1.46) (Cytosolic galactosylceramidase) (Cytosolic glucosy	Betta splendens (Siamese fighting fish)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:16113', 'CHEBI:189067']	RHEA:13269;RHEA:14297;RHEA:43908;RHEA:59284;RHEA:59288;RHEA:59292;RHEA:70239	CHEBI:15377;CHEBI:16113;CHEBI:18390;CHEBI:189067;CHEBI:189068;CHEBI:22801;CHEBI:4139;CHEBI:4167;CHEBI:52639;CHEBI:57756;CHEBI:57934;CHEBI:72961;CHEBI:83992;CHEBI:84719;CHEBI:84720	
A0A8M1HF84	A0A8M1HF84_BETSP	Cytosolic beta-glucosidase (EC 3.2.1.21) (EC 3.2.1.45) (EC 3.2.1.46) (Cytosolic galactosylceramidase) (Cytosolic glucosy	Betta splendens (Siamese fighting fish)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:16113', 'CHEBI:189067']	RHEA:13269;RHEA:14297;RHEA:43908;RHEA:59284;RHEA:59288;RHEA:59292;RHEA:70239	CHEBI:15377;CHEBI:16113;CHEBI:18390;CHEBI:189067;CHEBI:189068;CHEBI:22801;CHEBI:4139;CHEBI:4167;CHEBI:52639;CHEBI:57756;CHEBI:57934;CHEBI:72961;CHEBI:83992;CHEBI:84719;CHEBI:84720	
A0A8M1KEH0	A0A8M1KEH0_CLUHA	Cytosolic beta-glucosidase (EC 3.2.1.21) (EC 3.2.1.45) (EC 3.2.1.46) (Cytosolic galactosylceramidase) (Cytosolic glucosy	Clupea harengus (Atlantic herring)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:16113', 'CHEBI:189067']	RHEA:13269;RHEA:14297;RHEA:43908;RHEA:59284;RHEA:59288;RHEA:59292;RHEA:70239	CHEBI:15377;CHEBI:16113;CHEBI:18390;CHEBI:189067;CHEBI:189068;CHEBI:22801;CHEBI:4139;CHEBI:4167;CHEBI:52639;CHEBI:57756;CHEBI:57934;CHEBI:72961;CHEBI:83992;CHEBI:84719;CHEBI:84720	
A0A8M1KEH8	A0A8M1KEH8_CLUHA	Hedgehog protein	Clupea harengus (Atlantic herring)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:143135', 'CHEBI:16113']	RHEA:59504;RHEA:RHEA-COMP:12707;RHEA:RHEA-COMP:15369;RHEA:RHEA-COMP:15374	CHEBI:143135;CHEBI:143140;CHEBI:15378;CHEBI:16113;CHEBI:65250	CHEBI:29105;CHEBI:29108
A0A8M1KFE5	A0A8M1KFE5_CLUHA	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating (EC 1.1.1.170)	Clupea harengus (Atlantic herring)	KEEP_RHEA	current Rhea reaction has sterane-passing ChEBI: ['CHEBI:136966', 'CHEBI:143575', 'CHEBI:47788']	RHEA:33447;RHEA:33455;RHEA:34771;RHEA:34775;RHEA:46828;RHEA:46848;RHEA:47160;RHEA:47164;RHEA:47168;RHEA:47172	CHEBI:136966;CHEBI:143575;CHEBI:16526;CHEBI:47788;CHEBI:50593;CHEBI:52386;CHEBI:57540;CHEBI:57783;CHEBI:57945;CHEBI:58349;CHEBI:64925;CHEBI:87047;CHEBI:87050;CHEBI:87055;CHEBI:87056	
